text,label,language,length
@user @user @user gracias   Si lo malo de la verdad es que no necesariamente nos hace felices.,1,es,17
Ion think I'm going to ICC tomorrow. ,1,en,7
Yo todo feliz por recibir la orden patronal Y DE AHORA EN ADELANTE VA A SER DIGITAL,1,es,17
Sam Smith singing the new Bond theme... Tomorrow Never Diets ,1,en,10
"Ende Nächten monats gibt's auch noch Weihnachtsgeld..also das 13. Gehalt :ooooo i'm rich bitch, i'm rich bitch, i'm rich bitch hahaha",0,de,21
"""Blueberry muffins last night, brownies tonight, Oreo balls Wednesday...I'm done."" ",1,en,10
I'm gonna listen to I don't mind then allow zayn's departure to sink in for the 700th time since march 25th ,1,en,21
"New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez",2,es,17
Cada vez que veo a los gemelos por la tele me entran ganas de meter mi brazos en ella y darles un abracito,0,es,23
¿Os apetece un directo hablando del partido y un poco de la jornada en general? Si veo muchos likes en este tweet me animo,1,es,24
Vamos a trabajar más en ello No puedo volver a ser una persona flemática,1,es,14
Working Friday morning shift at Dunkin is actually the most stressful thing you could do. #godhelpme ,2,en,16
@user die deutsche regierung ist nicht unfaehig ...sie hat nur nix zuppa melden . Ich lach michele tot wie die sich aufblasen,2,de,22
@user nimm doch den Besen und reite los ;-) #hexhex,0,de,10
Thought i would try the black glasses look....i may need the Malcolm X joints tho\u2019 ,1,en,15
"@user was ich, nein, im leben nicht :P",0,de,8
@user @user ¡Buen viaje! Hasta la próxima aventura  Un abrazo,0,es,10
8 yrs since Harry Potter and the Deathly Hallows came out and Prince George's 2nd Birthday is today #HarryPotter #HappyBirthdayPrinceGeorge ,0,en,20
"@user Ähm, welcher Geschichte?^^",0,de,4
"#Elektronik #2: Kindle Paperwhite [Vorgängermodell], 15 cm (6 Zoll) hochauflösendes Display mit integrierter B...  http",1,de,15
Znojmo holt alten Bekannten http #Sport #Eishockey,1,de,7
"""Cubs Video: Kris Bryant 4-for-4 with 17th HR, Kyle Schwarber also goes deep in 15-8 loss vs. Tigers; Jon Lester 7... ",1,en,21
@user it\u2019s party on nov 11th at da CHALMERS community hall 10$ to get n ,1,en,15
"""Dec 13, 1965 John Lennon, Paul McCartney and George Harrison meet at NEMS HQ to discuss the group's third film project, A Tallent For Lovng"" ",1,en,25
Enamorada de Second to Last Love... Veré probablemente la japonesa luego.,0,es,11
"""RT @user Feel bad for star crossed LionsRT @user So far, WR Titus Young is the only one of the Lions top three picks  ..."" ",2,en,25
"""Claims maths came from Islam. I tell him Egypt, Greeks had it earlier for example.Tries to prove me wrong by saying: ",2,en,21
@user @user Además cuando dice que se casaría con Ash  o cuando visten de yukata juntos en el festival ayy,1,es,20
"@user En edad internacional 19, en edad coreana 20",1,es,9
@user Hey Süße. Warum hattest du gestern Streß? Hoffe nichts schlimmes.,0,de,11
@user Hat bei meinen Facebook Freunden noch keiner gemacht xD,0,de,10
Beyonce and future on stage together somewhere and all I see on the tl right now is yasssss! Come Thur bitch!!! ,0,en,21
@user yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja,2,es,21
"@user ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",0,es,18
"@user Hola , queria preguntarte si el nuevo cafe Chiapas, es el mismo shade grown porque voy a hacer degustacion pronto ...",1,es,22
@user @user ok:),0,de,3
"Amigos, me sacaron la mierda hoy pero estoy feliz",1,es,9
"@user A mí me haces un favor, encantado  @user",0,es,9
Soy el unico al que le da mal rollo la gente con gafas de sol? es que no sabes si te está mirando o no y pues,2,es,27
Yo con ganas de tirarle mi batería externa a @user para que no se le descargue el celular,1,es,18
"""Four were killed,19 injured when a IRA bomb demolished the Balmoral Furniture Building on Shankill Rd on 11 Dec 1971 ",2,en,20
"""#On a walk with Rahul Gandhi #jobs #500K #: #Last Monday, a crowd of about a thousand people stood on a barren... ",1,en,22
"My Iowa people, who is going to Eric Church on Friday at the Jones County Fair??? ",1,en,16
"RT @user: Aktueller Blog ""Das ewige Hinausschieben: Was hilft gegen Prokrastination?"" von Coach Gilbert Dietrich.... http",1,de,16
noel fielding may be one of the greatest people alive. ,0,en,10
Don\u2019t forget that the amazing Georgie Fame is bringing his smooth style Rhythm & Blues and his famous Hammond organ to @user 14 Nov ,0,en,24
Peach vodka flush kar di meine :),0,de,7
Me he puesto nervioso por la función de mañana. Y si me da una laguna mental??? Mierda ahora no puedo dejar de pensar en eso,2,es,25
@user have you heard Black Friday by Kendrick Lamar &amp; j.Cole ?? ,1,en,12
Tom Brady was our #7 QB before the news of his suspension being lifted.. We now have him up in front of C. Newton.   Proj: 5th rd pick ,1,en,28
"'Vielen Dank, liebe Grünen', dass die Einzelfahrscheine schon wieder teurer geworden sind. Schön langsam wirds pervers o.O",2,de,17
I'm not even a fan of box/mma but c'mon if you don't think Floyd Mayweather is a fucking joke then you're clueless ,2,en,22
@user te deseo muchísima suerte en tu próxima aventura tío,0,es,10
Josh Reddick was a big fan of that Taylor Kitsch guy from Battleship when he was on Friday Night Lights and had the hair. ,0,en,24
"Gut 21 Lauf-km im Sack &amp; pünktlich zurück, um den FRANKFURT MARATHON zu verfolgen.",0,de,14
"Como dice @user , se escapa otro verano en un furgón blindado    @salaBBK #Bilbao #QuiqueGonzález  http",2,es,16
Tbt to tik tok by kesha... That shit was the knock in 6th grade ,0,en,14
@user heyy do you mind If we go somewhere els tomorrow like Bolton or somewhere your gona think this is so pathetic but I\u2019m actually ,2,en,25
@user Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos!,0,es,11
"@user Si, lástima que el bicho grandote sirva para sembrar destrucción y muerte",2,es,13
K+S: Erwartet schwach http,1,de,4
"RT @user: @user faschistoid? Oh Mann, Sie müssen echt ihr politisches Empörungsempfinden justieren....",2,de,13
"RT @user: @user 196. Tweet für Stindlinho! ;-) Happy Birthday &amp; alles Liebe, Lars! Bleib uns bitte noch laaange erhalten! #Füh…",0,de,21
"""Scoreless 7th inn for Salem and Potomac, we head to the 8th with the Red Sox leading 6-2. RHP Derek Self through 2.1 scoreless inn of relief"" ",1,en,27
"Hasse es, wenn Leute immer recht haben wollen",2,de,8
@user Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!,0,es,19
@user MaxPreps photographer Jace Kessler will be on the sidelines tomorrow nite covering your Var Football game vs Ventura! ,0,en,19
#telmi #dewa Sport: Fußball/1. Bundesliga: Eintracht Braunschweig geht in Hamburg unter,1,de,11
Yo ya estoy con gripe y ni me he mojado,1,es,10
@user My only Bradshaw concern is it's Thurs game-only 4 day rest-scared of injury.Would you drop Asiata for someone on waiver? ,1,en,21
Ahora que soy @user todo es más bonito.,0,es,8
Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,1,es,21
@user Mutig? Unverantwortlich!,2,de,3
@user aber ohne rae und Xavier :(,2,de,7
"Buen partido a todos @user , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters",0,es,28
D.O eres genial ...Feliz cumpleaños y q sean muchos años más #E #EL #KPOp,0,es,14
Nebraska doesn't land Gesell...a Top 100 guy in your state and you don't get him.  C'mon #Nebrasketball ,2,en,17
@user @user @user Nos encantará saber tus  impresiones sobre el libro. Seguro que Nora estará encantada también.,0,es,17
Was thinking about seeing JAWS at the Roxy on Wednesday\u002c but now it seems I\u2019ll be seeing BAIT 3D instead. It\u2019ll be just as good\u002c right? ,1,en,26
Big inning for the White Sox. That error by Alexei Ramirez that allowed a run to score in the top of 8th weighing heavily right now. ,0,en,26
 Doug Wead interviewed LIVE tonight\u002c Wed\u002c 10pm EDT  we have link and other video Please RETWEET #ronpaul #ronpaul2012 ,1,en,18
Hola me complacerían con #ParaOlvidarte de @user por faaaaa Saludos desde Liberia @user,1,es,13
"Ey @user me gustaría escuchar #UnMinutoSinDolor, nuevo single promocional de @user en #LaMejorVariedadMusical de @user",0,es,15
supi schwarz bitte @user @user @user @user @user @user @user @user,0,de,11
me: * listens to drive-in saturday six times in a row with little to no regret *   i am so alive rn bless david bowie ,0,en,25
"Se acaba un buen año, y va empezar uno mejor, siempre con la.bendición de Dios",0,es,15
"Después de siete largos años vuelvo a pasar navidad junto con mi mamá, mi papá y mi hermana. Todos juntos con una yapita de sobrino.",1,es,25
Tomorrow morning on Good Morning America... Hulk Hogan ...I cannot say enough about this guy and what he has done for so many. ,1,en,23
@user super stars like Blaine gabbert,0,de,6
"Annual season kick-off with FENNARIO - New England's tribute to the Grateful Dead - Saturday, Aug 29th - Doors at 8pm ",0,en,21
Quiero como tener carro para hacer todo rápido,1,es,8
"@user jag va hungrig, ok?",1,de,5
#usatoday First-place Mets may get their best hitter back: David Wright went 1-for-3 with ... #sports #sportsnews ,0,en,17
"RT @user: Oh, der Bundestag beschließt 450-Euro-Jobs, liebes Volk. Vernünftig, schließlich HABEN DIESE SESSELPUPSER NICHT MEHR V…",2,de,17
"dear @user the newOoffice for Mac is great and all, but no Lync update? C'mon. ",2,en,15
@user Sat my daughter down and we watched 12 Monkeys. Changed her mind about what a really good movie is (NOT Twilight) ,0,en,22
"@user Yep, it should be pretty good. Did you see our interview with Morgen about Crossfire Hurricane? ",0,en,17
Vengo hasta Carabanchel para estudiar pero la biblioteca esta cerrada,2,es,10
@user @user Un lapsus advertido gracias a @user y subsanado. Gracias por tu aportación.,0,es,14
"Mutter setzt Baby aus ""Bitte kümmern Sie sich gut um sie"" - Süddeutsche.de: Süddeutsche.deMu... http #Muenchen #Munich",1,de,17
"What's stopping Jay-Z, Puffy, 50 Cent, Lil Wayne from doing the same if they haven't already? @user  ",2,en,17
"@user @user No es perfecta, tiene sus cositas. Pero el balance es bueno, bastante bueno. Y claro, sales cantando",0,es,19
Ce ciel... #sunset #coucherdesoleil #beautiful #amazing #palmier #beach #plage #street #evening… http,0,de,12
Por dicha no he leído a nadie que diga que se exageró con el huracán. He escogido bien a quién seguir,0,es,21
"@user Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",0,es,22
"New IPhone, it's a relegious day. ",0,en,6
"@user ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this",2,es,21
@user sähe aber sicher gut aus :),0,de,7
"""Hey, can you set up Apple TV so I can watch Harry Potter while I get fucked up?"" --ladies and gentlemen, may I introduce you to my roomies! ",2,en,28
RT @user: 1/2 Hammerstory v @user: EU-Kommisar Oettinger streicht unliebsame Zahlen zur Subvention von Fossil u AKW. ht…,1,de,18
Hej! Schöne Idee von @user: Abwrackprämie für altes Design: http,0,de,10
DE GUY LOOKS LIKE A DANGER TO SOCIETY!! @user er könnte ya im sumpf so n schönen LOVESHACK bauen--//not fer me!,2,de,21
listening to POETIC JUSTICE for the 1st time #DontJudgeMe ,1,en,9
False start penalty\u002c Garner moved early. Brings up 3rd and 16 from the Yale 47. ,2,en,15
@user i lleva mucho sin actualizar? ahora sucede que me enamoro del fic y lo dejan abandonado,1,es,17
"Voy a jugar mi primera ranked de 10. Hmm no se si la liaré o no, pero bronce V me espera y mañana jugaré poco o nada, so a jugársela",0,es,30
Every time the sun shines I'm happy when it rains I just wanna cuddle with you to be warm ...wanna Netflix and chill ,0,en,23
Hillary's campaign now reset for the 4th time. Adding humor and heart to a person that has #neither #sadtrombone ,2,en,19
@user Los equipos son igual de serios que en la liga que juegan,1,es,13
F*** the hurricane party this Tues santospartyhaus w/ @user @user @user @ Santos Party House ,2,en,15
"""Last night was #twEATup dinner at Bucci, tonight is  sister's bday dinner in Sunnybank, tomorrow is dinner at The Red Hen. #whatweightgain"" ",1,en,22
@user Was having trouble yesterday downloading Septembers edition using Google? Loads the 1st page then crashes? ,2,en,16
"Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz",0,es,24
"RT @user: Jedesmal wenn irgendwo ein Mann seinen Bart rasiert, trocknet wo anders eine Muschi aus.",1,de,16
"BTW, @user is the guy who gave me an iPod last year, on which my son (@PChangerP ) 1st set me up on Twitter. My 1st tweet was 9/6/14. ",0,en,29
"@user @user hab ich auch gedacht auf den letzten Fotos echt süss.olly murs muss die Hose in Stuttgart geplatzt sein, peinlich",1,de,21
Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,2,es,22
"If you don't think I'm the type of person to see Magic Mike XXL alone, on a Monday night, and get a glass of wine in a solo cup, then... ",0,en,30
Wish today was Thursday! Tom Brady and @user take the field for the real deal tomorrow and I'm toooo excited! #BeerWingsFootball ,0,en,21
"David Beckham's Son Romeo Beckham Leads out England Team for His 13th Birthday: When the word ""Beckham"" is a p... ",1,en,20
"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",2,es,23
@user @user David Cameron is like god &amp; guide to Syrian refugees.God may blees the people like David Cameron ,0,en,19
endlich Bus erreicht ihr mongos #Matze_der_babo #ha_gayy,2,de,7
"@user @user If u r ready as a substitute for Yakub ,he may intervene."" ",1,en,14
@user gut Nacht Träum süß,0,de,5
Oooooaaaa Robert Pattinson sieht in der #DiorRob Werbung megaheiß aus. Respekt Robert :o,0,de,13
Paper Towns comes out tomorrow and I'm going to see I after work and omg I'm so happy I could literally pee myself with excitement ,0,en,25
RT @user: BILD bekommt per SMS Informationen geleakt: EXKLUSIV! SPD-Mitglied macht das: SKANDAL! Türlich.,1,de,14
Feliz de ver a mis amigos felices #BuenaVibraAlFin,1,es,8
"Me largo de esta red social por unos días, hasta que encuentre paz",2,es,13
@user lief risch gut;),0,de,4
Técnicas Reunidas ya es una de las 10 mayores ingenierías internacionales!  No sabéis lo que nos alegra    http,0,es,18
he may not be an idol but he is the reason why I'm into kpop ,0,en,15
"Here's the AM message form PFBC this Sunday for those away for Labor Day...""Web of Lies"" in Acts 5:6-11 via @user ",0,en,21
@user unmöglich isser.,2,de,3
Ask me about the Food expo- Abj food festival at the eagle square abuja 7th- 9th dec '12. Rock bottom prices on food for the festive season! ,0,en,27
SimCity delayed it\u2019s availability ,2,en,4
Doctor Who is like the 2nd series - next to Naruto - to hit me in the feels so hard. Omg. ,0,en,21
". @user pro Staubsauger-Regulierung. Ich glaube nicht, dass er das ernst meint. Das kann nicht sein. http",1,de,17
@user Jajaja Y al séptimo día descansó (?) Que mal mae Lo siento,2,es,13
Angry Birds Go! – Racing Game im Angry Birds Universum erscheint am 11. Dezember 2013: Nach dem erfrischend an... http,1,de,20
just bought my 1st Heineken beer in Las Vegas.  ps I\u2019ve lived here for 5 yrs ~what took me so long! ,2,en,21
RT @user: 'Bundesregierung verhindert strengere Abgasnormen'. BMW spendet fast 700 Millionen an #cdu. Lobbyisten im Kanzleramt! http,1,de,17
@user KL Live is REALLY COMPACT. My friend went for Beast's 1st showcase and it is REALLY squashy. Just a heads up. ,1,en,22
POL-EL: Lagerhalle abgebrannt http,2,de,4
"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",0,es,19
"Meine Güte, so allein sind sonst nur Singlemänner Samstagabends 2:3 #gerpar",2,de,11
"Estimada @user, reciba un cordial saludo, nosotros somos el 1er Centro de Ozonoterapia en el Perú, contamos con muchos tratamientos",1,es,20
RT @user: @user bitte spielt heute das neue lied von @user #StoryOfMyLife ♥,1,de,13
Still not clear whether Yakub will be hanged Thursday! One more challenge to his death sentence in the SC ,2,en,19
Im Allgemeinwissen bin ich am 'besten' #omg,0,de,7
"@user @user @user @user @user ok thank you Curtis, mum is away Saturday but Ella &amp; Owen are here all wk end"" ",1,en,22
:'( :'( :'( Die letzte Aussprache war wohl das schwerste Telefonat meines gesamten Lebens :'( :'( :'( Aber wir gehen friedlich und als F...,2,de,24
Gucci trousers other self confidentness november snowball the duet yours different rapport reduction until nay... ,1,en,15
"Wo Unrecht zu Recht wird,wird Widerstand zur Pflicht!!!",1,de,8
@user wieso sollten man Leute für Dummheit belohnen?,2,de,8
@user no lo consigo  ayudame porfi que es super importante,2,es,10
"@user @user Vaya. No hemos invitado a nadie, la gente sea ido metiendo sola a la conversación.",1,es,17
"""Carly Fiorina: 'Game On': Carly Fiorina explained on Fox News Sunday this morning that the presidential """"race ... ",1,en,18
@user llego a saber que zafreo es igual a cerveceo y voy,1,es,12
Tearaway comes out Tuesday on PS4 and I'm finding out about it today. That's the second game out of the clear blue sky to drop on me. Fuck. ,2,en,28
Hmmm... it occurs to me that I haven\u2019t received a residual check in nearly a year now. I think I should email SAG tomorrow. ,2,en,24
A ver que asi a lo tonto me quedan solo 2 dias en Galicia.,1,es,14
@user injures Borderland\u002ctaking him out of the PPV.Who will replace him in the Elimination Chamber match? Watch Asylum this Sunday ,1,en,20
"RT @user: #Mollath kommt frei: OLG Nürnberg entscheidet, dass Mollath unverzüglich aus der Psychiatrie zu entlassen sei. http",1,de,18
"Por cosas así, estoy segura de que tomé una muy buena decisión",0,es,12
@user Frühdienst und leider nicht am WE frei. Schlaf gut,2,de,10
"Angela Merkel to run for 4th term....if this happens in Africa, UN, US, G7 etc will be planning to invade the country...hypocrites #africa ",2,en,23
RT @user: Hiiii @user könntest du das bitte machen ? Wäre total lieb von dir :) &lt;3 #HeidiKlumbittegrüßeOneDirectionvondeutschen…,0,de,18
"""I'm sorry, but Randy Orton is the most plain wrestler on the roster. He does nothing for me in the main event spot. 2nd is Sheamus."" ",2,en,26
@user Einfach kein Deo nehmen?! #nutzlosevorschlaege,2,de,6
@user @user buena nana para dormir,0,es,6
Better be with Kendrick Lamar ,0,en,5
You may follow dynamic Israel on Israel Tomorrow.Blog My blog will open your eyes to the truth about this country. . ,1,en,21
"""#YakubVerdict: my 11yr old exclaimed, tomorrow will be the worst birthday for Yakub but his 1st bday was worst for the country! Makes sense"" ",2,en,24
@user we got Milan last Wednesday ... she's rotten lol ,1,en,10
\u2019on a sunny Sunday afternoon\u002c it could be quite magical.\u2019 - Designer reveals plans for Olympic Park via @user ,1,en,19
"@user Wehe, ihr schaltet @user nicht pünktlich auf!",2,de,8
@user que no soy menoooor o si,1,es,7
Cuando queres comprar muchas cosas pero eres pobre,2,es,8
@user y vos tan sano,2,es,5
@user Natürlich :D was denkst du denn?,0,de,7
Clásico día donostiarra para quedarse en casita con el fútbol #Donostia #Fútbol,0,es,12
Irgendwie wirken meine Tweets mit diesem Ava sehr unseriös :((((((((,2,de,10
Inhaltsleeres Erbrechen.,2,de,2
"... #Politik ... Herzspende, amtl. beurkundet, zu Gunsten der Partei. Damit nicht Wort, aber Takt in anderer Hülle weitersCHlägt lägt ägt gt",1,de,22
Historischer Höchststand an der Börse: Dax springt über 9000 Punkte http,1,de,11
"yo esque los veranos curro, asi que no puedo quedar mucho  pero si algun dia te pasas avisa y vamos a full hd  @user",1,es,24
"Diejenigen, die früher zur Oberschicht gezählt wurden, gehören heute ganz eindeutig nicht mehr dazu.",1,de,14
Scott Walker pretends that building a wall on the Canadian border to keep out terrorists is a serious idea. ,2,en,19
@user las etiquetas son necesarias. Lxs locxs molamos. Si no quieres etiquetas no molas  LOOOOCAAAA jajajajaj,1,es,16
En fin @user espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,0,es,23
@user bueno felicidades por el millon de crack que hay en el canal !! soy un suscriptor ya un poco antiguo a por mas DE PERU,0,es,26
"Nimmst du irgendetwas wahr, dass kein anderer sieht? — nope :D http",1,de,12
"@user @user dicen que tira pa, san Mateo ahora Jaaja",1,es,10
If Connor McGregor loses vs Aldo I think Dana White may go crazy with Ronda too losing in same month XD ,1,en,21
tío q yo me acuerdo que me hice una foto súper chachi saltando en la cama y no la encuentro,2,es,20
"@user ¡Enhorabuena! Eres el ganador del sorteo, escríbenos un mensaje privado para darte el premio",0,es,15
Sandy\u002c if you have ruined my chances to see Bruno mars on Monday I will go buck wild. ,2,en,18
Also keep in mind that due to Labor Day we did not have a Monday shipment. Monday orders will go out with today's instead. ,1,en,24
Mißfelder sieht keine militärische Lösung in Syrien http,1,de,8
RT @user: Was macht eigentlich... Christian Neuburger (Slut)? http,1,de,9
"Die Bomben meiner Stadt machen BOOM, BOOM, BOOM!",1,de,8
"El primer año que empecé a vivir lejos de mi casa mami me llamaba todos los días, ya no, se pasan los días y nada, el amor se acaba",2,es,29
"RT @user: Fenster auf, weil es zu heiß ist. Hereinkommen: 10 Stechmücken, 7 Spinnen, 14 Fliegen, 5 Zeugen Jehovas. Fenster zu. Na t…",2,de,23
Are you excited #Nirvana fans? Unreleased Kurt Cobain songs to come out in November! via @user ,0,en,16
Not even 20 pages into Paper Towns and the book centers around the night of May 5th. I know its gonna be a good one now! #cincodemayo ,0,en,27
¿Aprender Motion Graphics en #Barcelona sin que me cueste un riñón es posible? ¿Alguien conoce algún sitio?,1,es,17
RT @user: Spähaffäre: Einsames Amerika... http,1,de,6
@user They're actually going venue shopping tomorrow! They're checking out Grand Bend and surrounding areas (ie. St. Mary's)! ,0,en,18
sehr guter #tatort aus Berlin,0,de,5
Sexy Damen Low Rise Jeans Hose Schlag Hose Hüft Weiss. S/36 bis XL/42 Super Preis http,1,de,16
My body is exhausted. I walked from 79th and Jeffery to the lakefront\u002c where i accidentally sat on dead fish\u002c to 55th and King Dr. and back. ,2,en,27
"""ABC: Giant pandas may be cute, but it takes a lot of work to support their lives in captivity: ",1,en,19
"Ya tengo fiebre de nuevo y mami ""se puede tomar una pastilla hasta las 12"" valdré verga hasta esa hora",2,es,20
David Wright is 6 for 20 with 5 walks in five games with St. Lucie. He is scheduled to be back with the Mets no later than Monday. #LGM ,1,en,29
Despues de trabajar duro me merezco mis caprichos,0,es,8
"@user ach Kwink. Äußerlichkeiten sind doch unwichtig, der Inhalt zählt doch! #schleim :D",0,de,13
@user ein grauenhaftes erlebnis. war auch dort. unglaublich. einfach unglaublich.,2,de,10
"""As she receives her 9th #GoldenGlobes nomination, read what Cate Blanchett told us about still getting starstruck: ",0,en,17
Que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio,1,es,22
You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so ,2,en,23
@user ehrlich gesagt find ich sehen die headset träger noch alberner aus *g*,2,de,13
RT @user: Jede Nacht aufs neue einsam im Bett.,2,de,9
ja alsich 2wochen weg war dawar dann so viel von M&amp;L so viel musste ich nachholen (@user http,2,de,18
"""I feel like tomorrow on Live with Kelly and Michael, they're gonna show the video of Shawn singing I Don't Even Know Your Name, I'm excited!"" ",0,en,26
"@user Look at SPX daily in early June 2012. It bottomed the day after SPX 200d SMA was sliced. This time, 200d was sliced yesterday."" ",2,en,25
¿Un poquito de DB película 4 en catalán? Nueva lista en nuestro canal de YouTube   http,1,es,16
@user Wunderschön xD,0,de,3
"Fue un bonito fin de semana cumpleañero : amigos, familia, torta, comida rica, juegos de mesa y muchas risas. Me siento bendecido y feliz",0,es,24
Check out our live coverage of the Apple event here. ,0,en,10
#opblitzkrieg Innenminister Pistorius täuscht Interesse an Datensicherheit vor! http #GAGA,1,de,10
Be sure to watch Miss USA tomorrow night at 8pm ET on the Reelz Channel! I can not wait to see which beautiful... ,0,en,23
@user @user Ich nehm ansonsten auch Barbossa. So voll schmutzig. Und evil. Like a Boss.,0,de,15
Der @user tut echt geile musik machen. Nix mit Boyband hier.,0,de,11
"Era a la 6 que me quería levantar, no a las 5:15 con el ruido de una hijueputa licuadora gracias al descerebrado de mi primo",2,es,25
Drinking a Warsteiner Premium Dunkel by Warsteiner Brauerei — http,0,de,10
LOS PADDEL! SCHMEIß DICH RAN!,0,de,5
David Price is the fastest #bluejays' pitcher to reach 50Ks with the team. He accomplished the feat tonight in his 6th #jays' start. ,0,en,23
In one weeks time I managed to binge watch the entire 4th season of Gilmore Girls and write my Stress management plan/paper #Multitasker ,1,en,23
i've never watched naruto but i love the 16th opening it's my favorite ,0,en,13
Mario Basler muss irgendwann mal sehr unter Frauen gelitten haben. (Vermutung: seine Mutter),2,de,13
Niedrige Zinsen bringen Deutschland 41 Milliarden Euro http,1,de,8
RT @user: Diese blauen Striche durch das neue Twitter Update sind so nervig.,2,de,13
"Autsch autsch autsch! Sag doch einfach, dass du homophob bist, weil du denkst, dass Homosexuelle keine guten Eltern sein können! #wahlarena",2,de,21
@user yo no soy normal,2,es,5
zu große tunnel sehen so hässlich aus im going to vomit,2,de,11
Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento,2,es,17
"On November 18th 1998, Nintendo released the Game Boy Color. The first handheld allowed to be owned by POC. #BullshitHistory ",0,en,20
"@user geleakte technische details wären nett, ne?",0,de,7
#Forbes The NYSE\u002c NASDAQ and the other US stock markets all made a wise decision to take rain days on Monday and... ,1,en,22
Fue la semana mas ocupada evershhh yyy no estudie conta yyyy no entiendo nada yyyy mañana es el examen,2,es,19
#SumateAlSi  Que así sean los futuros ataques en Colombia...  http,1,es,10
"@user esa está genial en serio, vamos, vamos un día",0,es,10
"""So I sat through that for Nintendo's announcement and they didn't make one. Like, even a trailer for Twilight Princess HD would've been fine"" ",2,en,24
Ha ardido una caravana aparcada al lado de la playa   Fuego ya sofocado por los bomberos @… http,1,es,18
Looking forward to preaching at Plant City\u2019s First Baptist Sunday @ 6:30pm. New City Church will be baptizing 2 into the Kingdom. Praise God ,0,en,24
@user weh...,2,de,2
Of many single issue reasons to reject Harper. This is one. Imagine the cost of removing all that concrete. #elxn42  ,2,en,20
Quiero entrar en algún grupo de WhatsApp feminista o lgtbfriendly,1,es,10
Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo,2,es,16
"@user so schlimm sind die nicht, ich sehe keine Probleme, da gibts bedeutend schlimmere öffentliche Accounts @user",0,de,17
Camino a casa solo fueron 3 chelas,1,es,7
Amtsgericht Hamburg deckelt #Anwaltskosten bei #Abmahnung » http http,1,de,9
Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay ,1,en,22
RT @user: Darf euch meine Brüste nicht zeigen. Findet der Mann nicht toll. Müsst Ihr halt Eure zeigen!,1,de,18
y quiero ir de nuevo al Cosmocaixa,1,es,7
"RT @user: ""Mein kleiner grüner lila Freund!"" #Pokemon",0,de,8
@user aah Ok! Pues está genial porque no da sensación de estar encerrado,0,es,13
@user natürlich🎾,0,de,2
"Tambien subire el changelog a lo largo de estos dias, estaros preparados porque viene todo de golpe!",1,es,17
@user Jep! Für mich auch bitte! Guten Morgen! :-),0,de,9
A pesar de todo...veo sorpresa en el Bernabéu...llamadme loca,1,es,9
Brb while I delete 75% of my camera roll off my phone to make room for Sam Smith tomorrow. ,1,en,19
"@user cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",2,es,20
"""83 Minutes"", major new book on the amazing life &amp; tragic death of Michael Jackson released on Sept 10. @user @user @user ",1,en,22
dumme oma: 'der reifen hinten sieht ziemlich platt aus.' ich: 'der vorne auch.',2,de,13
"- Amor, ¿vamos a ver la vida secreta de tus muscotas? - Hoy no puedo BB - No tienes dinero no? - No - Misio de mierda.",1,es,27
"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000",1,es,16
"""I just noticed that Alli Simpson, Sarah, and April follow me. WHY DIDN'T I KNOW HOLY FUDGING FUDGE BALLS. THIS WORLDDDDDDD"" ",0,en,21
Correction @user Marching Band is cancelled tomorrow\u002c why in the world wld we think they had common sense to cancel school so early duh! ,2,en,24
Morgen in den ersten beiden #Sport. danach schön ne #Doppelstunde #Mathe hinterher. bis einschl. 8. Std Unterricht #könntkotzen,2,de,18
"Mr. Coffee versucht vergeblich, meine Lebensgeister zu wecken.",1,de,8
Anlage #Thun sichtbar gesetzt,1,de,4
